nome,descricao,categoria,subcategoria,marca,preco,estoque,sku,aplicacao
Verniz Poliuretano Sayerlack Cedro Fosco 900ml,"Verniz poliuretano para protecao de madeiras. Tonalidade cedro, acabamento fosco.",Vernizes,Poliuretano,Sayerlack,59.28,26,VER-SAY-POL-49,Madeira
Verniz Acrilico Sparlack Imbuia Brilhante 3.6L,"Verniz acrilico para protecao de madeiras. Tonalidade imbuia, acabamento brilhante.",Vernizes,Acrilico,Sparlack,174.44,16,VER-SPA-ACR-50,Madeira
Verniz Copal Montana Mogno Fosco 900ml,"Verniz copal para protecao de madeiras. Tonalidade mogno, acabamento fosco.",Vernizes,Copal,Montana,56.32,27,VER-MON-COP-51,Madeira
Verniz Poliuretano Colorgin Imbuia Fosco 900ml,"Verniz poliuretano para protecao de madeiras. Tonalidade imbuia, acabamento fosco.",Vernizes,Poliuretano,Colorgin,61.95,28,VER-COL-POL-52,Madeira
Verniz Poliuretano Sparlack Ipe Brilhante 3.6L,"Verniz poliuretano para protecao de madeiras. Tonalidade ipe, acabamento brilhante.",Vernizes,Poliuretano,Sparlack,184.9,29,VER-SPA-POL-53,Madeira
Verniz Copal Colorgin Cedro Brilhante 900ml,"Verniz copal para protecao de madeiras. Tonalidade cedro, acabamento brilhante.",Vernizes,Copal,Colorgin,84.62,42,VER-COL-COP-54,Madeira
Verniz Poliuretano Sparlack Mogno Brilhante 3.6L,"Verniz poliuretano para protecao de madeiras. Tonalidade mogno, acabamento brilhante.",Vernizes,Poliuretano,Sparlack,250.91,21,VER-SPA-POL-55,Madeira
Verniz Maritimo Colorgin Ipe Brilhante 900ml,"Verniz maritimo para protecao de madeiras. Tonalidade ipe, acabamento brilhante.",Vernizes,Maritimo,Colorgin,77.15,34,VER-COL-MAR-56,Madeira
Verniz Copal Montana Cedro Fosco 900ml,"Verniz copal para protecao de madeiras. Tonalidade cedro, acabamento fosco.",Vernizes,Copal,Montana,61.0,23,VER-MON-COP-57,Madeira
Verniz Poliuretano Montana Cedro Fosco 900ml,"Verniz poliuretano para protecao de madeiras. Tonalidade cedro, acabamento fosco.",Vernizes,Poliuretano,Montana,50.85,20,VER-MON-POL-58,Madeira
Verniz Maritimo Colorgin Mogno Brilhante 900ml,"Verniz maritimo para protecao de madeiras. Tonalidade mogno, acabamento brilhante.",Vernizes,Maritimo,Colorgin,81.94,38,VER-COL-MAR-59,Madeira
Verniz Acrilico Colorgin Imbuia Fosco 3.6L,"Verniz acrilico para protecao de madeiras. Tonalidade imbuia, acabamento fosco.",Vernizes,Acrilico,Colorgin,246.23,19,VER-COL-ACR-60,Madeira
Verniz Maritimo Colorgin Cedro Fosco 3.6L,"Verniz maritimo para protecao de madeiras. Tonalidade cedro, acabamento fosco.",Vernizes,Maritimo,Colorgin,265.59,34,VER-COL-MAR-61,Madeira
Verniz Copal Sayerlack Imbuia Brilhante 3.6L,"Verniz copal para protecao de madeiras. Tonalidade imbuia, acabamento brilhante.",Vernizes,Copal,Sayerlack,257.14,26,VER-SAY-COP-62,Madeira
Verniz Maritimo Sparlack Imbuia Fosco 900ml,"Verniz maritimo para protecao de madeiras. Tonalidade imbuia, acabamento fosco.",Vernizes,Maritimo,Sparlack,66.26,38,VER-SPA-MAR-63,Madeira
Verniz Copal Colorgin Cedro Fosco 3.6L,"Verniz copal para protecao de madeiras. Tonalidade cedro, acabamento fosco.",Vernizes,Copal,Colorgin,204.33,48,VER-COL-COP-64,Madeira
Verniz Copal Sparlack Imbuia Brilhante 3.6L,"Verniz copal para protecao de madeiras. Tonalidade imbuia, acabamento brilhante.",Vernizes,Copal,Sparlack,263.4,48,VER-SPA-COP-65,Madeira
Verniz Copal Colorgin Cedro Brilhante 3.6L,"Verniz copal para protecao de madeiras. Tonalidade cedro, acabamento brilhante.",Vernizes,Copal,Colorgin,262.92,30,VER-COL-COP-66,Madeira
Verniz Maritimo Montana Imbuia Fosco 3.6L,"Verniz maritimo para protecao de madeiras. Tonalidade imbuia, acabamento fosco.",Vernizes,Maritimo,Montana,184.46,20,VER-MON-MAR-67,Madeira
Verniz Copal Montana Natural Brilhante 3.6L,"Verniz copal para protecao de madeiras. Tonalidade natural, acabamento brilhante.",Vernizes,Copal,Montana,278.36,20,VER-MON-COP-68,Madeira
Verniz Copal Sparlack Imbuia Brilhante 3.6L,"Verniz copal para protecao de madeiras. Tonalidade imbuia, acabamento brilhante.",Vernizes,Copal,Sparlack,274.23,36,VER-SPA-COP-69,Madeira
Verniz Poliuretano Montana Natural Brilhante 3.6L,"Verniz poliuretano para protecao de madeiras. Tonalidade natural, acabamento brilhante.",Vernizes,Poliuretano,Montana,174.17,42,VER-MON-POL-70,Madeira
Verniz Poliuretano Colorgin Mogno Fosco 900ml,"Verniz poliuretano para protecao de madeiras. Tonalidade mogno, acabamento fosco.",Vernizes,Poliuretano,Colorgin,66.28,21,VER-COL-POL-71,Madeira
Verniz Copal Sparlack Mogno Brilhante 3.6L,"Verniz copal para protecao de madeiras. Tonalidade mogno, acabamento brilhante.",Vernizes,Copal,Sparlack,205.39,37,VER-SPA-COP-72,Madeira
Verniz Acrilico Montana Mogno Fosco 3.6L,"Verniz acrilico para protecao de madeiras. Tonalidade mogno, acabamento fosco.",Vernizes,Acrilico,Montana,190.89,38,VER-MON-ACR-73,Madeira
Verniz Poliuretano Colorgin Ipe Fosco 3.6L,"Verniz poliuretano para protecao de madeiras. Tonalidade ipe, acabamento fosco.",Vernizes,Poliuretano,Colorgin,224.81,32,VER-COL-POL-74,Madeira
Verniz Copal Sayerlack Imbuia Brilhante 900ml,"Verniz copal para protecao de madeiras. Tonalidade imbuia, acabamento brilhante.",Vernizes,Copal,Sayerlack,73.85,41,VER-SAY-COP-75,Madeira
Verniz Maritimo Sayerlack Imbuia Brilhante 3.6L,"Verniz maritimo para protecao de madeiras. Tonalidade imbuia, acabamento brilhante.",Vernizes,Maritimo,Sayerlack,238.62,42,VER-SAY-MAR-76,Madeira
Verniz Copal Montana Natural Brilhante 3.6L,"Verniz copal para protecao de madeiras. Tonalidade natural, acabamento brilhante.",Vernizes,Copal,Montana,218.84,16,VER-MON-COP-77,Madeira
Verniz Poliuretano Sayerlack Cedro Fosco 900ml,"Verniz poliuretano para protecao de madeiras. Tonalidade cedro, acabamento fosco.",Vernizes,Poliuretano,Sayerlack,54.87,32,VER-SAY-POL-78,Madeira
Verniz Poliuretano Sparlack Mogno Fosco 900ml,"Verniz poliuretano para protecao de madeiras. Tonalidade mogno, acabamento fosco.",Vernizes,Poliuretano,Sparlack,67.55,38,VER-SPA-POL-79,Madeira
Massa Corrida PVA Anjo 1.5kg,Massa corrida PVA para nivelamento de paredes. Facil aplicacao e lixamento.,Massas,Massa PVA,Anjo,19.4,135,MAS-PVA-ANJ-0,Paredes Internas
Massa Corrida PVA Suvinil 5.5kg,Massa corrida PVA para nivelamento de paredes. Facil aplicacao e lixamento.,Massas,Massa PVA,Suvinil,42.84,28,MAS-PVA-SUV-1,Paredes Internas
Massa Corrida Acrilica Suvinil 25kg,Massa corrida Acrilica para nivelamento de paredes. Facil aplicacao e lixamento.,Massas,Massa Acrilica,Suvinil,271.36,125,MAS-ACR-SUV-2,Paredes
Massa Corrida PVA Suvinil 25kg,Massa corrida PVA para nivelamento de paredes. Facil aplicacao e lixamento.,Massas,Massa PVA,Suvinil,145.54,99,MAS-PVA-SUV-3,Paredes Internas
Massa Corrida Acrilica Eucatex 25kg,Massa corrida Acrilica para nivelamento de paredes. Facil aplicacao e lixamento.,Massas,Massa Acrilica,Eucatex,237.83,98,MAS-ACR-EUC-4,Paredes
Massa Corrida Acrilica Suvinil 25kg,Massa corrida Acrilica para nivelamento de paredes. Facil aplicacao e lixamento.,Massas,Massa Acrilica,Suvinil,262.67,122,MAS-ACR-SUV-5,Paredes
Massa Corrida Acrilica Coral 25kg,Massa corrida Acrilica para nivelamento de paredes. Facil aplicacao e lixamento.,Massas,Massa Acrilica,Coral,241.37,27,MAS-ACR-COR-6,Paredes
Massa Corrida Acrilica Eucatex 1.5kg,Massa corrida Acrilica para nivelamento de paredes. Facil aplicacao e lixamento.,Massas,Massa Acrilica,Eucatex,25.26,120,MAS-ACR-EUC-7,Paredes
Massa Corrida PVA Anjo 5.5kg,Massa corrida PVA para nivelamento de paredes. Facil aplicacao e lixamento.,Massas,Massa PVA,Anjo,59.09,142,MAS-PVA-ANJ-8,Paredes Internas
Massa Corrida PVA Coral 25kg,Massa corrida PVA para nivelamento de paredes. Facil aplicacao e lixamento.,Massas,Massa PVA,Coral,148.54,136,MAS-PVA-COR-9,Paredes Internas
Massa Corrida PVA Anjo 1.5kg,Massa corrida PVA para nivelamento de paredes. Facil aplicacao e lixamento.,Massas,Massa PVA,Anjo,15.14,121,MAS-PVA-ANJ-10,Paredes Internas
Massa Corrida Acrilica Anjo 1.5kg,Massa corrida Acrilica para nivelamento de paredes. Facil aplicacao e lixamento.,Massas,Massa Acrilica,Anjo,24.11,60,MAS-ACR-ANJ-11,Paredes
Massa Corrida Acrilica Coral 1.5kg,Massa corrida Acrilica para nivelamento de paredes. Facil aplicacao e lixamento.,Massas,Massa Acrilica,Coral,23.59,94,MAS-ACR-COR-12,Paredes
Massa Corrida PVA Coral 25kg,Massa corrida PVA para nivelamento de paredes. Facil aplicacao e lixamento.,Massas,Massa PVA,Coral,146.01,141,MAS-PVA-COR-13,Paredes Internas
Massa Corrida PVA Anjo 25kg,Massa corrida PVA para nivelamento de paredes. Facil aplicacao e lixamento.,Massas,Massa PVA,Anjo,175.34,50,MAS-PVA-ANJ-14,Paredes Internas
Massa Corrida Acrilica Suvinil 25kg,Massa corrida Acrilica para nivelamento de paredes. Facil aplicacao e lixamento.,Massas,Massa Acrilica,Suvinil,280.99,99,MAS-ACR-SUV-15,Paredes
Massa Corrida PVA Coral 5.5kg,Massa corrida PVA para nivelamento de paredes. Facil aplicacao e lixamento.,Massas,Massa PVA,Coral,65.62,82,MAS-PVA-COR-16,Paredes Internas
Massa Corrida Acrilica Eucatex 25kg,Massa corrida Acrilica para nivelamento de paredes. Facil aplicacao e lixamento.,Massas,Massa Acrilica,Eucatex,310.55,47,MAS-ACR-EUC-17,Paredes
Massa Corrida Acrilica Eucatex 1.5kg,Massa corrida Acrilica para nivelamento de paredes. Facil aplicacao e lixamento.,Massas,Massa Acrilica,Eucatex,20.28,61,MAS-ACR-EUC-18,Paredes
Massa Corrida Acrilica Eucatex 1.5kg,Massa corrida Acrilica para nivelamento de paredes. Facil aplicacao e lixamento.,Massas,Massa Acrilica,Eucatex,22.45,105,MAS-ACR-EUC-19,Paredes
Massa Corrida Acrilica Suvinil 1.5kg,Massa corrida Acrilica para nivelamento de paredes. Facil aplicacao e lixamento.,Massas,Massa Acrilica,Suvinil,19.55,73,MAS-ACR-SUV-20,Paredes
Massa Corrida PVA Eucatex 1.5kg,Massa corrida PVA para nivelamento de paredes. Facil aplicacao e lixamento.,Massas,Massa PVA,Eucatex,14.64,31,MAS-PVA-EUC-21,Paredes Internas
Massa Corrida Acrilica Eucatex 25kg,Massa corrida Acrilica para nivelamento de paredes. Facil aplicacao e lixamento.,Massas,Massa Acrilica,Eucatex,237.63,108,MAS-ACR-EUC-22,Paredes
Massa Corrida PVA Eucatex 1.5kg,Massa corrida PVA para nivelamento de paredes. Facil aplicacao e lixamento.,Massas,Massa PVA,Eucatex,15.79,67,MAS-PVA-EUC-23,Paredes Internas
Massa Corrida PVA Suvinil 5.5kg,Massa corrida PVA para nivelamento de paredes. Facil aplicacao e lixamento.,Massas,Massa PVA,Suvinil,39.62,92,MAS-PVA-SUV-24,Paredes Internas
Massa Corrida PVA Anjo 25kg,Massa corrida PVA para nivelamento de paredes. Facil aplicacao e lixamento.,Massas,Massa PVA,Anjo,137.78,53,MAS-PVA-ANJ-25,Paredes Internas
Massa Corrida PVA Coral 5.5kg,Massa corrida PVA para nivelamento de paredes. Facil aplicacao e lixamento.,Massas,Massa PVA,Coral,61.34,122,MAS-PVA-COR-26,Paredes Internas
Massa Corrida Acrilica Eucatex 5.5kg,Massa corrida Acrilica para nivelamento de paredes. Facil aplicacao e lixamento.,Massas,Massa Acrilica,Eucatex,64.88,108,MAS-ACR-EUC-27,Paredes
Massa Corrida PVA Eucatex 5.5kg,Massa corrida PVA para nivelamento de paredes. Facil aplicacao e lixamento.,Massas,Massa PVA,Eucatex,44.97,126,MAS-PVA-EUC-28,Paredes Internas
Massa Corrida PVA Suvinil 25kg,Massa corrida PVA para nivelamento de paredes. Facil aplicacao e lixamento.,Massas,Massa PVA,Suvinil,168.88,90,MAS-PVA-SUV-29,Paredes Internas
Massa Corrida PVA Coral 5.5kg,Massa corrida PVA para nivelamento de paredes. Facil aplicacao e lixamento.,Massas,Massa PVA,Coral,51.91,32,MAS-PVA-COR-30,Paredes Internas
Massa Corrida Acrilica Anjo 25kg,Massa corrida Acrilica para nivelamento de paredes. Facil aplicacao e lixamento.,Massas,Massa Acrilica,Anjo,189.24,49,MAS-ACR-ANJ-31,Paredes
Massa Corrida PVA Anjo 25kg,Massa corrida PVA para nivelamento de paredes. Facil aplicacao e lixamento.,Massas,Massa PVA,Anjo,188.49,129,MAS-PVA-ANJ-32,Paredes Internas
Massa Corrida Acrilica Anjo 5.5kg,Massa corrida Acrilica para nivelamento de paredes. Facil aplicacao e lixamento.,Massas,Massa Acrilica,Anjo,82.28,34,MAS-ACR-ANJ-33,Paredes
Massa Corrida Acrilica Coral 1.5kg,Massa corrida Acrilica para nivelamento de paredes. Facil aplicacao e lixamento.,Massas,Massa Acrilica,Coral,23.49,120,MAS-ACR-COR-34,Paredes
Massa Corrida Acrilica Eucatex 25kg,Massa corrida Acrilica para nivelamento de paredes. Facil aplicacao e lixamento.,Massas,Massa Acrilica,Eucatex,256.47,131,MAS-ACR-EUC-35,Paredes
Massa Corrida PVA Suvinil 5.5kg,Massa corrida PVA para nivelamento de paredes. Facil aplicacao e lixamento.,Massas,Massa PVA,Suvinil,40.19,121,MAS-PVA-SUV-36,Paredes Internas
Massa Corrida Acrilica Suvinil 1.5kg,Massa corrida Acrilica para nivelamento de paredes. Facil aplicacao e lixamento.,Massas,Massa Acrilica,Suvinil,19.96,116,MAS-ACR-SUV-37,Paredes
Massa Corrida PVA Suvinil 5.5kg,Massa corrida PVA para nivelamento de paredes. Facil aplicacao e lixamento.,Massas,Massa PVA,Suvinil,58.21,44,MAS-PVA-SUV-38,Paredes Internas
Massa Corrida Acrilica Suvinil 5.5kg,Massa corrida Acrilica para nivelamento de paredes. Facil aplicacao e lixamento.,Massas,Massa Acrilica,Suvinil,84.42,65,MAS-ACR-SUV-39,Paredes
Massa Corrida PVA Anjo 1.5kg,Massa corrida PVA para nivelamento de paredes. Facil aplicacao e lixamento.,Massas,Massa PVA,Anjo,20.87,59,MAS-PVA-ANJ-40,Paredes Internas
Massa Corrida Acrilica Eucatex 5.5kg,Massa corrida Acrilica para nivelamento de paredes. Facil aplicacao e lixamento.,Massas,Massa Acrilica,Eucatex,71.1,59,MAS-ACR-EUC-41,Paredes
Massa Corrida PVA Anjo 25kg,Massa corrida PVA para nivelamento de paredes. Facil aplicacao e lixamento.,Massas,Massa PVA,Anjo,205.63,76,MAS-PVA-ANJ-42,Paredes Internas
Massa Corrida PVA Eucatex 25kg,Massa corrida PVA para nivelamento de paredes. Facil aplicacao e lixamento.,Massas,Massa PVA,Eucatex,132.17,115,MAS-PVA-EUC-43,Paredes Internas
Massa Corrida Acrilica Eucatex 25kg,Massa corrida Acrilica para nivelamento de paredes. Facil aplicacao e lixamento.,Massas,Massa Acrilica,Eucatex,291.0,97,MAS-ACR-EUC-44,Paredes
Massa Corrida PVA Coral 5.5kg,Massa corrida PVA para nivelamento de paredes. Facil aplicacao e lixamento.,Massas,Massa PVA,Coral,38.81,86,MAS-PVA-COR-45,Paredes Internas
Massa Corrida PVA Eucatex 1.5kg,Massa corrida PVA para nivelamento de paredes. Facil aplicacao e lixamento.,Massas,Massa PVA,Eucatex,12.71,109,MAS-PVA-EUC-46,Paredes Internas
Massa Corrida PVA Coral 5.5kg,Massa corrida PVA para nivelamento de paredes. Facil aplicacao e lixamento.,Massas,Massa PVA,Coral,38.59,44,MAS-PVA-COR-47,Paredes Internas
Massa Corrida Acrilica Eucatex 1.5kg,Massa corrida Acrilica para nivelamento de paredes. Facil aplicacao e lixamento.,Massas,Massa Acrilica,Eucatex,21.8,27,MAS-ACR-EUC-48,Paredes
Massa Corrida Acrilica Eucatex 5.5kg,Massa corrida Acrilica para nivelamento de paredes. Facil aplicacao e lixamento.,Massas,Massa Acrilica,Eucatex,84.19,134,MAS-ACR-EUC-49,Paredes
Massa Corrida Acrilica Suvinil 5.5kg,Massa corrida Acrilica para nivelamento de paredes. Facil aplicacao e lixamento.,Massas,Massa Acrilica,Suvinil,63.55,88,MAS-ACR-SUV-50,Paredes
Massa Corrida Acrilica Coral 1.5kg,Massa corrida Acrilica para nivelamento de paredes. Facil aplicacao e lixamento.,Massas,Massa Acrilica,Coral,22.69,34,MAS-ACR-COR-51,Paredes
Massa Corrida PVA Eucatex 5.5kg,Massa corrida PVA para nivelamento de paredes. Facil aplicacao e lixamento.,Massas,Massa PVA,Eucatex,43.37,84,MAS-PVA-EUC-52,Paredes Internas
Massa Corrida Acrilica Coral 25kg,Massa corrida Acrilica para nivelamento de paredes. Facil aplicacao e lixamento.,Massas,Massa Acrilica,Coral,315.42,61,MAS-ACR-COR-53,Paredes
Massa Corrida PVA Anjo 5.5kg,Massa corrida PVA para nivelamento de paredes. Facil aplicacao e lixamento.,Massas,Massa PVA,Anjo,55.99,99,MAS-PVA-ANJ-54,Paredes Internas
Massa Corrida Acrilica Eucatex 1.5kg,Massa corrida Acrilica para nivelamento de paredes. Facil aplicacao e lixamento.,Massas,Massa Acrilica,Eucatex,18.45,132,MAS-ACR-EUC-55,Paredes
Massa Corrida PVA Eucatex 25kg,Massa corrida PVA para nivelamento de paredes. Facil aplicacao e lixamento.,Massas,Massa PVA,Eucatex,196.11,140,MAS-PVA-EUC-56,Paredes Internas
Massa Corrida Acrilica Eucatex 5.5kg,Massa corrida Acrilica para nivelamento de paredes. Facil aplicacao e lixamento.,Massas,Massa Acrilica,Eucatex,63.41,31,MAS-ACR-EUC-57,Paredes
Massa Corrida Acrilica Coral 5.5kg,Massa corrida Acrilica para nivelamento de paredes. Facil aplicacao e lixamento.,Massas,Massa Acrilica,Coral,56.29,131,MAS-ACR-COR-58,Paredes
Massa Corrida PVA Suvinil 1.5kg,Massa corrida PVA para nivelamento de paredes. Facil aplicacao e lixamento.,Massas,Massa PVA,Suvinil,13.47,43,MAS-PVA-SUV-59,Paredes Internas
Solvente Esmalte Natrielli 900ml,Solvente Esmalte de alta pureza para diluicao de tintas e limpeza de equipamentos.,Solventes,Solvente Esmalte,Natrielli,20.0,186,SOL-SOL-NAT-0,Diluicao e Limpeza
Solvente Esmalte Eucatex 900ml,Solvente Esmalte de alta pureza para diluicao de tintas e limpeza de equipamentos.,Solventes,Solvente Esmalte,Eucatex,20.0,168,SOL-SOL-EUC-1,Diluicao e Limpeza
Thinner Anjo 500ml,Thinner de alta pureza para diluicao de tintas e limpeza de equipamentos.,Solventes,Thinner,Anjo,13.2,123,SOL-THI-ANJ-2,Diluicao e Limpeza
Aguarras Natrielli 500ml,Aguarras de alta pureza para diluicao de tintas e limpeza de equipamentos.,Solventes,Aguarras,Natrielli,10.8,76,SOL-AGU-NAT-3,Diluicao e Limpeza
Solvente Esmalte Eucatex 5L,Solvente Esmalte de alta pureza para diluicao de tintas e limpeza de equipamentos.,Solventes,Solvente Esmalte,Eucatex,90.0,112,SOL-SOL-EUC-4,Diluicao e Limpeza
Diluente Verniz Eucatex 900ml,Diluente Verniz de alta pureza para diluicao de tintas e limpeza de equipamentos.,Solventes,Diluente Verniz,Eucatex,25.0,169,SOL-DIL-EUC-5,Diluicao e Limpeza
Solvente Esmalte Anjo 5L,Solvente Esmalte de alta pureza para diluicao de tintas e limpeza de equipamentos.,Solventes,Solvente Esmalte,Anjo,90.0,42,SOL-SOL-ANJ-6,Diluicao e Limpeza
Diluente Verniz Eucatex 900ml,Diluente Verniz de alta pureza para diluicao de tintas e limpeza de equipamentos.,Solventes,Diluente Verniz,Eucatex,25.0,73,SOL-DIL-EUC-7,Diluicao e Limpeza
Solvente Esmalte Anjo 5L,Solvente Esmalte de alta pureza para diluicao de tintas e limpeza de equipamentos.,Solventes,Solvente Esmalte,Anjo,90.0,125,SOL-SOL-ANJ-8,Diluicao e Limpeza
Solvente Esmalte Natrielli 900ml,Solvente Esmalte de alta pureza para diluicao de tintas e limpeza de equipamentos.,Solventes,Solvente Esmalte,Natrielli,20.0,132,SOL-SOL-NAT-9,Diluicao e Limpeza
Solvente Esmalte Anjo 500ml,Solvente Esmalte de alta pureza para diluicao de tintas e limpeza de equipamentos.,Solventes,Solvente Esmalte,Anjo,12.0,80,SOL-SOL-ANJ-10,Diluicao e Limpeza
Thinner Eucatex 900ml,Thinner de alta pureza para diluicao de tintas e limpeza de equipamentos.,Solventes,Thinner,Eucatex,22.0,185,SOL-THI-EUC-11,Diluicao e Limpeza
Aguarras Eucatex 900ml,Aguarras de alta pureza para diluicao de tintas e limpeza de equipamentos.,Solventes,Aguarras,Eucatex,18.0,200,SOL-AGU-EUC-12,Diluicao e Limpeza
Solvente Esmalte Eucatex 900ml,Solvente Esmalte de alta pureza para diluicao de tintas e limpeza de equipamentos.,Solventes,Solvente Esmalte,Eucatex,20.0,94,SOL-SOL-EUC-13,Diluicao e Limpeza
Solvente Esmalte Eucatex 500ml,Solvente Esmalte de alta pureza para diluicao de tintas e limpeza de equipamentos.,Solventes,Solvente Esmalte,Eucatex,12.0,177,SOL-SOL-EUC-14,Diluicao e Limpeza
Thinner Itaqua 5L,Thinner de alta pureza para diluicao de tintas e limpeza de equipamentos.,Solventes,Thinner,Itaqua,99.0,196,SOL-THI-ITA-15,Diluicao e Limpeza
Diluente Verniz Anjo 5L,Diluente Verniz de alta pureza para diluicao de tintas e limpeza de equipamentos.,Solventes,Diluente Verniz,Anjo,112.5,176,SOL-DIL-ANJ-16,Diluicao e Limpeza
Solvente Esmalte Itaqua 5L,Solvente Esmalte de alta pureza para diluicao de tintas e limpeza de equipamentos.,Solventes,Solvente Esmalte,Itaqua,90.0,55,SOL-SOL-ITA-17,Diluicao e Limpeza
Solvente Esmalte Eucatex 500ml,Solvente Esmalte de alta pureza para diluicao de tintas e limpeza de equipamentos.,Solventes,Solvente Esmalte,Eucatex,12.0,109,SOL-SOL-EUC-18,Diluicao e Limpeza
Thinner Natrielli 900ml,Thinner de alta pureza para diluicao de tintas e limpeza de equipamentos.,Solventes,Thinner,Natrielli,22.0,47,SOL-THI-NAT-19,Diluicao e Limpeza
Solvente Esmalte Natrielli 5L,Solvente Esmalte de alta pureza para diluicao de tintas e limpeza de equipamentos.,Solventes,Solvente Esmalte,Natrielli,90.0,45,SOL-SOL-NAT-20,Diluicao e Limpeza
Solvente Esmalte Itaqua 900ml,Solvente Esmalte de alta pureza para diluicao de tintas e limpeza de equipamentos.,Solventes,Solvente Esmalte,Itaqua,20.0,187,SOL-SOL-ITA-21,Diluicao e Limpeza
Diluente Verniz Anjo 900ml,Diluente Verniz de alta pureza para diluicao de tintas e limpeza de equipamentos.,Solventes,Diluente Verniz,Anjo,25.0,108,SOL-DIL-ANJ-22,Diluicao e Limpeza
Diluente Verniz Itaqua 500ml,Diluente Verniz de alta pureza para diluicao de tintas e limpeza de equipamentos.,Solventes,Diluente Verniz,Itaqua,15.0,198,SOL-DIL-ITA-23,Diluicao e Limpeza
